"","Temp1","BT5","CD3","CR9","SK5","WM0","BT6","WM6","RI2","TH4","GR5","GN3","GR9","WAA","BX2","BL0","HF4","HV1","CT8","SK6","WA9","BX1","IM1","ME2","KT3","GN0","ST8","RB4","LB5","GN4","MY1","EA6","EI1","LB4","RB7","KT4","BG1","NB1","HG1","GB0","ST3","HR1","CR8","EN7","GR4","CR5","LW2","BT4","ST4","WA7","ST6","TD5","KC3","TD0","BG2","ST5","BQ5","GN2","KC1","WAB","IS6","CT6","GR7","IS2","HI0","TH5","KC4","CT4","CD9","TH2","CD1","LW4","LW3","ME7","BQ7","CT2","WA8","EN5","HR2","GB6","RI1","EN1","KC2","CR7","KC5","LW1","CT3","HG4","KC7","BQ8","BX0","GR8","WA2","EA8","EI8","WM8","TH6","BX9","EN4","ME1","BQ6","HK6","HV3","MY7","LH0","LB6"
"73",411,32860.2959779524,20894.1121089149,7984.79364858298,14277.5380740136,19289.4290589792,31701.339080022,22395.9295884964,26169.8576677259,17774.2376900865,14443.8954202739,19813.9569872081,13391.5875153861,18688.6964263162,25385.6789655277,21468.2910019989,27401.2858435649,31531.6967183963,18312.7301446395,13017.4177356101,24150.2395276273,26383.3471704672,20679.8968521698,19467.862309094,31125.5255711695,18624.364831032,12497.4176413666,25321.8561932246,17980.5129004494,13389.6552499721,23274.1236748379,35218.779101835,32299.4105171552,15427.1896170829,26553.5503443376,28258.0100257357,32318.7663348125,19969.9060993102,27420.1553578658,16669.2670658792,15423.0474072572,41810.8248130879,12640.0726401466,34756.8658193937,15190.5837246958,12283.9290481673,13268.4271053483,33623.8050613969,13597.2105823409,24065.8573528978,23747.3737272795,36070.0258207884,21995.0637040816,35337.0676430925,26115.864713793,13220.0955915724,27288.9682367574,15929.4235333606,27606.7656171811,17456.212885395,24116.2602401963,18589.1123314757,13016.0037721206,24250.7841822885,50460.4370092266,20503.104964881,21399.9016073588,19778.8340408414,22167.9903096306,18569.4380741678,26583.4268778361,12106.7128924218,14037.2289596302,15876.2617856946,23539.783372257,19585.6641149029,24083.7750024281,30658.934264436,45267.647576966,16669.2670658792,27055.1855298995,32419.6931681462,22854.8465121419,10067.7873351056,23473.5102828128,9934.98925067585,18407.1055344021,27577.3944431837,27604.3501419542,23539.783372257,25385.6789655277,15335.7104219664,21339.4714247749,32013.8159104609,32013.8159104609,20215.9490701259,14848.2681346257,26383.3471704672,28888.6406992924,19355.4173122749,27089.5978044307,19987.6687916947,33149.798172462,23274.1236748379,48182.7178401907,14104.6785993152
"74",412,22329.0159997392,25270.479400153,21444.8684221833,28981.0901405635,23289.9235546332,20736.6099854733,23190.6767452829,14878.2934301993,35796.2982229665,35031.4458998441,44987.8041126731,38217.0809681496,21357.9416916104,51827.6963301367,25894.7411514726,18014.0190486172,57758.4407766578,28153.6528789876,23135.7549538385,14616.7458384388,53895.6117736705,25955.0330241236,12689.0827302476,6537.0806936054,42922.8121885761,17239.3744618845,43121.4204349529,23268.0030698583,38217.9523612351,23798.9092399,19436.0896728612,18821.8827995186,22805.5550183799,47447.3760337387,2736.62888669788,56646.5246360589,25829.6297223355,36506.1042587597,42986.8961103342,13742.5017406526,29077.0240101236,18924.5341133972,45678.6226314106,41294.7211155698,19433.5782591187,30662.8425377978,22122.5111402565,15504.3704101451,14466.3324623126,5977.71613132172,9770.7684860312,21110.6036317034,9065.52355657287,50561.1123818935,16800.6621629258,54499.6733687192,37241.6559967183,20194.2736053612,15881.1551000345,30211.8675258156,27844.4118119782,33301.2852296201,29331.3658848084,24500.7179325752,35008.3748751101,19840.764357644,28146.5017816012,26085.8095463844,33064.6490080477,24460.5370068508,32594.017680239,30371.5285845408,14427.7396731227,49373.4538156211,27027.4357784075,14491.9159002418,33960.4423721236,27076.8789760859,42986.8961103342,14968.3651979651,40560.8822770459,19775.7297022777,19061.312239929,18497.397467799,31422.9727693043,29288.7706299505,31198.0757638504,20198.2972748324,49373.4538156211,51827.6963301367,37008.9918458653,15652.9853838907,18306.8019191298,18306.8019191298,22615.5588527677,34003.9790201748,53895.6117736705,39086.5019189704,11523.1163318764,54267.9001358318,29539.8387506347,57191.9694035924,23798.9092399,22340.7968764723,19220.4956104379
"75",415,30401.2550022723,19259.5117190967,4805.42815578831,13723.635636032,17414.4056884692,29162.042988753,20422.9773051621,23329.2299201571,18363.3984221347,15382.019177392,22141.899790372,15419.691176043,16538.8285180295,28084.691895622,19899.3095949898,24776.5605923475,34236.2562190263,17288.7810075631,11129.2322140694,21296.5664358679,29324.2110028819,19157.0381253122,16357.2457010869,27871.0140707462,20712.3909618379,9288.73896327323,26268.2617943462,16127.680754842,15418.4718933282,21347.5552704515,32453.1300077316,29597.4360764802,13510.0308947869,28131.8052951087,24951.5998445518,34659.7793425236,18460.4065770068,26975.1173284767,19214.0094021507,12112.0275797688,39429.3234273668,9790.78754991707,34875.704947569,17642.8216508235,9496.84672228403,13237.7714990715,31115.5395732767,10283.4267047646,21200.7752972852,20443.9700947101,32817.7273062211,19777.2035216169,32080.8103371765,28399.3517224027,10046.5551670231,30169.3400818932,17163.6819861883,25160.3646988211,14555.1824210792,23017.4062565359,17491.3930700066,13734.0169542306,23014.0995406683,47291.1823459472,20564.72699772,19041.2229128075,18658.1712268287,20592.7032235258,18473.13107544,24599.2352121522,12776.2505866801,13845.2633738961,12683.8565721401,26083.711616826,18288.6606429026,21220.6458029232,29557.188264787,42534.8609487567,19214.0094021507,24212.2730932242,32053.3444359055,20473.6081282069,6757.24663966116,20954.8201091723,10614.5643016173,17587.1864888991,26357.4546981855,25158.3762868467,26083.711616826,28084.691895622,16622.0152794435,18546.560076057,29285.6467295965,29285.6467295965,18224.2654797533,15456.7921679378,29324.2110028819,28684.8993303002,16148.7800815457,29961.749751124,19092.1745598925,35445.6583107503,21347.5552704515,45010.9861234331,11466.7746399729
"76",417,40543.6260803883,27270.462126303,17356.5396990605,19182.5210855387,26240.8670048883,39575.9598263417,29370.7659421977,34742.5591203729,19346.2927333961,15755.8872647608,15255.4815387756,11496.1601064767,26186.8814016174,18735.7712599853,27673.5337579409,35527.2148637903,24584.9872565746,23643.9838726722,20496.463665849,32776.7770570528,18632.2507378014,26842.650887238,28609.1197578185,40483.0809457945,15212.3108552097,21845.6484388567,24898.8966591593,24976.4833945595,11492.1664982268,30114.6620028331,43532.1473038825,40509.8050745662,22731.2546952637,24014.1430894354,37723.3073476872,26728.8806687911,26156.0166160713,30648.5695491488,11687.2710540829,24899.9727653977,49191.3051635095,21524.9671918287,36078.3714857148,10974.1847330596,21101.0096385468,17267.9865403326,41401.3125333165,23079.6428968381,32715.0716476071,33208.0569788291,45416.7200741165,29468.743263916,44693.020597197,21092.3680979929,22516.6228115883,19769.2006176851,16013.53070487,35366.2233072942,26284.6421933241,29129.7891134162,24046.7322228499,15306.4963307617,29565.855183484,59601.7552224444,23067.0808214059,29164.7126980536,25173.2550273155,28342.7791137757,21776.6344028655,33409.8637808635,14793.0668620256,18223.2805849125,25176.0812248498,17674.8970843396,25366.7402451005,32729.061977943,35324.6728448506,53424.4170642778,11687.2710540829,35620.5786850599,35160.0413209148,30612.9204907648,19545.6641140837,31477.8179233748,13376.4299277236,23293.3831978231,32668.054759758,35362.9867126163,17674.8970843396,18735.7712599853,15401.1334508845,29903.3844700296,40282.915776385,40282.915776385,27336.8892968482,16950.4655861508,18632.2507378014,31402.4235907038,28656.791685074,19613.0836759337,24875.6027074947,27690.2689233494,30114.6620028331,57333.2976819333,22636.2191099735
"77",419,32038.3419265126,20338.7151443153,6893.61493301134,14061.3311946789,18649.4297403396,30850.8887615408,21729.4699217504,25211.5554470571,17970.3217011787,14748.115023865,20627.7752448894,14082.82823637,17955.4862370553,26333.411912971,20936.3370900447,26518.606353059,32484.1985075678,17955.9634241941,12349.6297598643,23186.2239971231,27413.0607462695,20161.6634190349,18411.4136509528,30017.0006365701,19351.5270792854,11402.5469539113,25661.632624064,17344.412666827,14081.1476754467,22624.8214527649,34290.6485162208,31392.5559452472,14761.2193516453,27114.8107070958,27125.6359595539,33148.29408817,19454.3682643844,27283.0076168899,17554.8089561447,14287.6281771671,41019.9356988605,11663.0651206613,34823.2799723168,16040.3785862808,11325.7288999687,13225.2291952268,32785.1605933634,12457.9777824226,23097.8305599315,22616.6200403445,34962.6537468879,21245.3163852591,34228.0150376072,26921.3037191012,12137.8883650799,28298.8472684998,16345.601058421,26785.6320991537,16470.3725130441,23749.4039730237,18208.3452177489,13233.6024036991,23837.2569189439,49386.8770733045,20525.0195416885,20601.7761427392,19394.0646129538,21635.4172909519,18530.5128270077,25919.2286615432,12300.4667939615,13943.4994577316,14789.0076739829,24432.9950828724,19140.7045736241,23116.4371085271,30301.2439787709,44353.8363301221,17554.8089561447,26096.5481523491,32316.5511767421,22051.1020810253,8932.58107166757,22623.8259758187,10111.560283534,18119.8700997208,27175.1451840784,26783.3613268741,24432.9950828724,26333.411912971,15767.9688505812,20394.2471619046,31097.6603673553,31097.6603673553,19538.9978765926,15038.1513925788,27413.0607462695,28836.7365389512,18264.1574973445,28096.655557378,19679.9303019591,33964.3672748149,22624.8214527649,47108.0839440119,13199.4609468893
"78",428,44067.6402301694,30496.0090410688,21503.1698786064,22194.5404091546,29662.4953981168,43171.9083142548,32754.0300567836,38597.4059203405,21234.754057765,17828.414730593,14636.2367251875,12827.4419514262,29773.1539410838,16537.2190201987,30837.1462395843,39230.2730370072,21981.1572123024,26623.3619861672,24170.4454837419,36657.1778533372,15687.1577342831,30008.3761116402,32665.8991733268,44601.0670377337,15243.075205459,25977.7940220329,25672.7333433364,28432.667444673,12823.2244824705,33445.0233810812,47265.9456509547,44218.2826497171,26315.6512169285,23850.2712833965,41888.8276769976,24856.8922567415,29342.8056207619,32705.2496115795,11290.4984726327,29073.6308554723,52563.4386319248,25538.0308395112,37253.8700032371,11185.3060822509,25100.0611076884,20112.4208369142,44953.9402799707,27258.8537814976,36603.032920798,37371.923811227,49527.9411164053,33008.4548072074,48808.3567905402,19764.5848476713,26633.0395216238,16943.7396768446,17589.5935925589,38947.9189928022,30256.0991884928,31867.0606690927,27054.5100761788,17761.1098218825,32397.8622434224,63621.752342844,25125.03183675,32798.1113695661,28130.7185472041,31484.5220338891,24122.557844325,36696.0934344332,17423.159875258,21068.1667736964,29288.4567056825,16046.4141362784,28443.0034491844,36615.7009678675,37824.0747888721,57072.2787624409,11290.4984726327,39469.5862768916,36928.8630657189,34230.9126757212,23720.6885245553,35166.8568570836,16368.2935454009,26141.7940033022,35364.9083599551,38944.4295883081,16046.4141362784,16537.2190201987,17031.7070143098,33777.4659777722,44012.7609160804,44012.7609160804,30793.6473390028,19201.8132669549,15687.1577342831,33165.7438647859,32764.4314069234,16822.6542925717,27676.0695568362,25863.1518532506,33445.0233810812,61358.4631666913,26550.426942257
"79",429,31245.6211968254,19775.0694053663,5916.74494182738,13810.7932186123,18017.4346838228,30036.4780416471,21070.3605950055,24317.646151878,18063.761056079,14948.6050044106,21265.3176949434,14624.7155487871,17246.580848398,27092.8731034356,20391.4828025828,25681.2241710708,33245.4664875359,17568.0329111404,11712.019508933,22288.908903833,28254.8935252277,19629.900867348,17451.0134162963,29026.7964875185,19911.8754323581,10420.6619126373,25864.3795838207,16718.4347915674,14623.2629082768,21978.8117218113,33416.3087245699,30534.8558863804,14116.4848616808,27513.5394685741,26129.9898867295,33789.8147344284,18926.3330605898,27066.0035853066,18263.3982917567,13292.6923900219,40248.4622003639,10765.5241015911,34774.6976464599,16718.7765372163,10443.9100680576,13130.7905301043,31979.14884638,11466.4348776146,22197.5996743907,21620.8519064918,33972.8244104657,20518.0352702598,33237.5194646967,27544.2458917074,11163.2653209452,29119.756529587,16637.5053914069,25996.1707625175,15560.6392200564,23340.319805503,17798.9754707254,13366.5809830264,23388.218895839,48413.5242832235,20458.8647467784,19835.7782426721,18978.1997982481,21088.8403780322,18416.8736543227,25257.29725193,12418.6716192195,13800.7485206419,13810.5654360873,25140.9898256712,18673.7299392686,22216.7048806619,29891.6834974349,43488.177962953,18263.3982917567,25202.0766933854,32123.0380721034,21279.080213569,7937.50711106108,21814.6212547836,10233.2016793241,17791.6412002778,26731.1703975351,25994.0156966903,25140.9898256712,27092.8731034356,16076.097553313,19512.4252706436,30233.0716555406,30233.0716555406,18874.3852000522,15137.5313973743,28254.8935252277,28691.4843430879,17282.8792944536,28914.74257539,19329.7586526159,34591.2439623601,21978.8117218113,46134.1946380524,12357.1134818768
"80",431,26457.9557293414,18201.1033360823,3556.16589148477,15784.6788785436,15917.0391486451,25017.2912190254,18362.9403273481,18409.8163964367,21952.6876460064,19753.4400135749,28147.8617789834,21246.4807161438,14366.4194253029,34501.8499393882,18947.7604057558,20520.0512691099,40620.3567900301,17893.0402763574,10732.3353662647,16416.6629238609,36038.7700518175,18390.0720420102,10678.7490208972,21258.4066257249,26432.5953844087,3925.19465099245,30057.9884654774,14852.1314081588,21246.1711279382,19341.8972587223,27537.1928614129,24942.5893427997,12481.7293351667,32911.1628722731,18056.4262999397,40517.7373636306,17796.6713216809,28106.4920014451,25545.6306862909,5257.94906661632,35508.9495748854,6492.13292710077,36867.3153950696,23898.4201724146,6595.67401222631,16318.9602832547,27008.5567230305,3333.45475805962,16283.7882966826,13591.2399072211,26190.3777112085,17071.2842558408,25438.77956713,34242.9541111944,4762.43508863182,36805.8883172371,21840.4854064098,21440.3853411192,9997.49933766433,22948.5668662179,17907.5501292211,17937.5819999772,22625.9557215822,40933.2793085187,23066.9461594305,15971.0542523,18897.9653085774,19565.1543414403,20844.1414741529,22227.8714207671,17019.1178698312,16558.0217056864,6832.76579347245,32315.9055478357,18157.3938983687,16309.8645213438,29137.4946316877,37576.2243939294,25545.6306862909,19252.8307638797,33146.1147059205,17219.370001227,1158.32792867297,17234.7809675571,15170.3558898993,18601.591322611,25811.2208054851,21439.7734959486,32315.9055478357,34501.8499393882,21408.0997410568,14049.6609560212,24556.2368762045,24556.2368762045,16315.4126666102,19318.7781676244,36038.7700518175,30236.2290878154,9980.46641938728,36588.9723983457,19791.529306137,41228.5133508129,19341.8972587223,38651.7835205239,8562.1486889359
"81",439,24847.966778128,17246.3626089367,4370.90290445397,15665.7253949518,14909.7847765836,23382.8170073248,17177.0225527799,16696.2633040149,22090.3690653785,20143.7181240798,28966.945681527,22055.8852333508,13239.5104889376,35465.0889174856,18003.6525270971,18889.1779816436,41552.6766994415,17346.5970155875,10224.5811781085,14718.0865904246,37150.3894908395,17500.0944310365,8915.19485068567,19518.2566789785,27159.1543167188,2552.92830999834,30159.755696191,13927.6485052626,22055.8872754139,18152.8098215443,25800.5938637689,23240.1328934813,11708.1423349549,33285.8433144129,16414.8873565723,41229.7386648276,16943.7667146695,27532.2534416617,26508.499636684,3568.95088052017,33878.2040060534,5532.15756352305,36441.5656806332,24840.8614199392,5758.62031043926,16444.7518011377,25372.6787834779,1751.47358323636,14580.9097750108,11922.1359982166,24456.8964044803,15765.6895313849,23708.1785125536,34971.2878200121,3289.02802109028,37872.2589031473,22284.8911647378,19891.1749294341,8438.68899163939,22147.1315798707,17314.3102575796,18317.9482900604,21754.4469795525,39163.463337639,22899.0682701663,14605.9197521535,18239.136016221,18592.4559936716,20679.2102300921,20926.8465119795,17431.7923861166,16581.5698316397,5084.98602830184,33205.3854770851,17424.579751611,14607.680285234,28191.7606188423,35824.9863154555,26508.499636684,17531.1442508319,32521.6659697375,15797.2498782225,1818.92237912028,15721.6234401603,15717.5704146901,18140.1406800972,24866.5484918451,19890.8027366652,33205.3854770851,35465.0889174856,21890.5437610489,12431.0949669434,22845.87042539,22845.87042539,15202.3248681887,19577.1268660432,37150.3894908395,29745.9503456409,8187.00902847773,37650.7925518372,19226.7517003863,41909.7704241026,18152.8098215443,36881.5610927219,7512.56839922001
"82",447,42440.8522287059,29164.7717238208,19038.0500415783,21053.416799692,28141.2394633355,41468.5806256797,31270.9594126319,36593.885432879,20997.3244796794,17439.5516514841,16038.7003121089,12939.3795526789,28082.3263856571,18837.8369973114,29563.8797711338,37408.7236268049,24495.4153092013,25514.8521425554,22386.342182718,34621.5114343821,18330.9994695407,28732.8974835288,30373.9233615674,42185.6611460325,16247.1337584394,23542.7892556363,26242.7992827748,26876.7526214459,12935.2691836012,32013.8973700708,45407.3988871932,42389.5552948064,24627.5955595576,25025.9164358269,39345.5282460724,27021.1315439913,28047.5512660547,32362.0971244331,12515.6982455636,26504.0804963829,51091.6747017278,23323.2379981643,37567.7633381444,12024.0435123616,22907.101228245,19113.5395764325,43296.8691597908,24656.9106189525,34557.5160913917,34836.98694768,47125.3863302687,31366.2808491359,46397.2417670159,21615.7853143991,24232.9175989315,19541.2367974733,17566.1516211993,37260.4683814744,28099.3522610643,30972.1639330651,25921.0894435592,17075.8964093592,31421.984450395,61380.1005184033,24769.1809031446,31055.7692849508,27042.5829575999,30231.6851060186,23539.9612915817,35308.0029618073,16595.9051268865,20070.4786126733,26894.2417139422,18043.9125583699,27248.8640269441,34571.9110047723,37132.1605947049,55310.4920843913,12515.6982455636,37473.1849755142,36809.8450240178,32505.0545021579,21150.5898524474,33362.1662006594,15235.6416975877,25147.1815350624,34506.5380352298,37257.2504643165,18043.9125583699,18837.8369973114,16965.7837996253,31751.2175766276,42159.3988324029,42159.3988324029,29237.0627717222,18681.0916688332,18330.9994695407,33046.4786291571,30377.2663665351,19404.4809513947,26724.0015517652,28006.562832231,32013.8973700708,59108.9334468728,24475.9448052181
"83",450,47212.1847169318,33496.5459943334,24961.3708286967,25121.804156994,32778.1429373906,46359.8249470835,35838.4860760543,41932.6076091619,23503.4333438014,20277.9296192047,15334.211979911,15005.3483722504,32978.8988289701,15683.5525894971,33799.9392548599,42483.6604474409,20539.3971099008,29499.3166604569,27436.5979658488,40006.8277783586,14047.7625790578,32975.907594786,36097.2949263758,48051.9968306893,16418.8213413174,29433.5243720719,27096.8171337364,31571.5000552839,15001.2106113229,36496.7489973036,50528.9440205954,47469.5368784002,29529.8976380701,24590.2986580407,45347.3875262199,24085.6674223421,32325.5508314277,34952.4067571606,12403.9388789272,32530.1943252819,55604.4325333098,28955.7529333185,38841.752145523,12751.2917436032,28512.5958318443,22967.5133753113,48114.2853547967,30711.6320725949,39956.4961877878,40830.6042082605,52976.5154825399,36181.108570246,52258.2642319082,19627.5237619022,30085.1520440498,15396.7948760891,19740.4295459454,42133.3863455769,33653.3327128681,34564.5214654166,29944.4559837781,20433.3012102523,35151.8940182378,67031.440845976,27445.4591978599,36022.8419855665,30984.4926579638,34431.6980667834,26637.4978229311,39712.6305632995,20198.6744970408,23912.84958141,32739.1356997555,15778.3817482255,31365.3947442522,39968.4965415369,40337.4881866419,60278.3195978644,12403.9388789272,42801.1120037378,38947.2490034337,37444.5731751615,27176.5607100552,38417.8741130122,19350.0083411891,28943.6478910267,38018.8821415257,42129.7576333438,15778.3817482255,15683.5525894971,19232.3401191679,37126.3640782985,47276.2021732599,47276.2021732599,33925.5045321974,21730.0655301268,14047.7625790578,35207.9451215842,36213.3035549411,15319.6337161457,30438.293558995,25115.4952595943,36496.7489973036,64770.8702476649,29925.6254000008
"84",455,23364.4181156136,17533.4491281588,7241.22375740915,17346.7875096152,15149.9047900838,21822.6247024109,16970.7167059513,14871.9925671282,24011.7967482895,22373.4514305965,31573.3756617355,24676.8017197591,13279.0821195605,38180.1287698619,18295.8953966054,17388.5990098068,44235.1754193449,18365.8906950677,11533.4820523594,12998.6619246461,39973.442692601,17908.6850226974,6970.80438723549,16650.5891003719,29687.5158284292,3654.91291627698,31980.5244823397,14364.2564988981,24677.0663852178,17918.9377044747,23784.4011161591,21405.0161029567,12511.1455917792,35426.2670768069,13433.0433164404,43711.8777707278,17435.28201866,28372.7233990463,29238.9002490975,671.617302208048,32273.4992223966,6536.08961942153,37469.5503391309,27559.7154421858,6940.4622186265,18418.5983740032,23792.4650469278,1303.02034362136,12843.391516332,8956.74804509511,21572.9926441965,15303.9085360043,20819.0036368396,37480.643600955,3751.20081322914,40662.9926130704,24556.0778988389,18661.2162029009,7552.70675585345,22644.3283456224,18257.3724114354,20554.2242049413,22125.0822229189,36374.4839489577,24410.0180348258,14020.3202592236,19053.1719421629,18815.9036548912,22219.2536578879,20378.509545475,19711.3171166996,18428.9167009594,3661.62398554507,35863.3407407907,18125.5534572649,12873.0190546573,28347.595599129,33695.9164833354,29238.9002490975,15655.1078267788,33240.4681538999,15023.4627235338,4807.14260372775,14678.5586207466,18148.7803859078,19280.0221784039,25056.171060694,18661.6236208853,35863.3407407907,38180.1287698619,24204.3013743468,11111.1687295998,20977.0738577378,20977.0738577378,15209.119453281,21665.8798654017,39973.442692601,30708.3931244894,5834.43353037053,40438.4453905981,20181.5817986301,44360.3162382763,17918.9377044747,34094.994443898,8077.88171003187
"85",472,21495.8543644848,19391.952197759,12784.3773762324,21319.4106894767,17110.0449075559,19852.571805957,18019.1111321275,12756.5288411228,28152.1056824137,26979.5671040982,36637.8896254168,29797.6380798065,15094.8246230054,43384.8846569962,20114.6942484231,15814.6473614849,49377.5931565651,21340.0773982081,15350.7415622382,11359.117529968,45337.4515106537,19944.1580551285,6293.93201153647,11475.8675922576,34647.8186651423,8648.41584820555,35852.1878679437,16706.3506621662,29798.2598805482,18848.0127894101,20696.0479387005,18829.7829545692,15568.9515431683,39764.115043966,7883.93723882134,48542.5884566193,19635.1928181589,30721.812476213,34490.6569858087,5084.19486891883,29890.9326626567,10691.4016544014,39972.7632602876,32801.3270468739,11188.901047186,22754.4845100616,21695.5147800941,6891.80306562614,11180.9548077707,3564.2117321497,16295.2385670124,16032.9977974576,15531.3840084532,42375.6103491586,8296.95668056797,45977.3716380739,29191.2815007977,17587.0163366814,8918.61739734272,24593.4902856809,21120.6314975953,25197.8933399432,23881.1034943852,31270.623369704,27928.7274716505,14655.1061930945,21676.9342748185,20487.4415767064,25836.5963411953,20567.1855472188,24427.0243077197,22593.1157048252,6227.70116525445,40988.5176570745,20619.2038712316,11213.474315861,29512.3041623927,30141.9939587155,34490.6569858087,13338.6753987381,35280.6938195701,15188.9161174476,10422.6530009652,14341.1857029308,23085.9319135989,22395.9278412713,26384.4191629625,17589.0534423345,40988.5176570745,43384.8846569962,28903.7064997092,10701.9852421222,18342.2893975327,18342.2893975327,16775.8764210027,26087.6278904356,45337.4515106537,33210.9801501004,4580.48449213549,45748.50355441,22975.0964531835,49139.1390423129,18848.0127894101,29005.4304578964,11437.8842196055
"86",475,21712.7995520386,20986.6987240736,15032.9566049609,23403.1632575953,18769.8394484583,20055.7846816522,19399.1906867692,13117.9190922352,30244.6665065839,29162.0796062809,38880.7101460454,32049.367906494,16757.572731034,45641.5971070821,21687.8274840315,16296.9815373753,51626.8113328729,23204.234339514,17447.3291496696,12008.1487547804,47604.2399935146,21580.3245178193,7781.47655608981,9933.923602521,36877.7893939839,10914.7309937178,37867.3216620652,18471.7030611113,32050.0254275285,20174.7679709229,20342.673528517,18771.5103571189,17516.9839584506,41877.5189268971,5946.24123106502,50745.7848136712,21320.1547256953,32353.1804109971,36752.5379039312,7324.59796857898,29766.4516298507,12887.4041251009,41609.9622292117,35062.7609391509,13389.4136765072,24900.1521825295,21806.0863303169,9079.81336307006,11830.8551397479,2379.34755478662,14580.1000993534,17358.9313186083,13814.5267434703,44592.0582710603,10550.2389330518,48242.1454663603,31375.3207805809,18225.7019983306,10703.4349314142,26152.8981433348,22959.6383117413,27389.6267909432,25390.5596993323,29617.6212201426,29883.8321267811,15990.4764536103,23450.2280606931,22012.9214076593,27823.6883723476,21615.5794774985,26631.2373593902,24707.9929737821,8388.50216491571,43237.3124281199,22369.7470995482,11862.6410794264,30785.1615446913,29434.79236639,36752.5379039312,13578.4288180542,36796.5156533754,16355.2623533718,12634.8944767012,15360.9981742199,25321.9624822274,24285.7468513526,27737.1948257764,18228.3430323814,43237.3124281199,45641.5971070821,31098.8194746254,11866.8619194429,18265.9840262964,18265.9840262964,18334.1746278286,28239.7241061517,47604.2399935146,34874.1160270469,6192.36937903322,48013.0534029618,24780.4237087194,51332.9131549898,20174.7679709229,27370.542805148,13513.5709599765
"87",477,33744.3286887891,21467.7927437908,9256.89602642415,14479.8702646631,19970.7428797295,32623.0265705277,23100.7118278159,27237.2290166131,17459.9285614161,14020.2892540454,18760.6330747505,12504.7860652093,19485.1624203904,24178.5147277748,22011.8180458753,28368.6807427667,30316.4453859583,18657.5440600723,13761.6354966463,25227.0950373892,25093.0519841047,21209.3248811228,20674.3993281915,32406.4522061155,17673.8537369283,13765.8461211912,24809.6256108052,18661.775193609,12502.5594316887,23955.8167934464,36239.6433582526,33294.0008840325,16155.3386245545,25778.9492818817,29584.5194886125,31233.9437136658,20498.5093215483,27471.4260151811,15540.6338307733,16758.5548243723,42648.584191907,13754.4542604171,34551.4668714709,14106.8574519999,13376.4782377402,13273.643498173,34528.6645962712,14944.1445462444,25148.1020755769,25070.8010953612,37348.2242667222,22803.2556325907,36618.2419624361,25062.8876146815,14469.5882476441,26017.5663336597,15360.6141829922,28495.1652798107,18570.454687396,24452.4932919076,18961.3834856673,12709.7071227197,24643.08235991,51682.2637854823,20384.8278118521,22269.3342491644,20150.879156053,22710.2123113716,18532.698212781,27276.9007095322,11838.941635198,14095.7525946635,17130.0229506804,22392.5542617175,20030.7562678805,25165.0900749584,30970.0186876356,46264.8462441625,15540.6338307733,28122.2364244685,32420.533676219,23728.4343896692,11404.5590613514,24403.8189662151,9718.48538322413,18668.2926086709,27948.3321503743,28492.5689393767,22392.5542617175,24178.5147277748,14751.0221569242,22395.0954096808,33020.8471057468,33020.8471057468,20939.2920621271,14559.7637827587,25093.0519841047,28834.5033162044,20612.5840178486,25821.0412707554,20266.4498794571,32080.7925003059,23955.8167934464,49406.4862182318,15126.038243415
"88",487,35475.4790841462,22749.8574780963,11614.9488197175,15240.1332443544,21434.9216163019,34416.3831746392,24582.1685740568,29267.488946103,17256.6245276681,13675.6625943537,17059.1335092826,11249.8566350861,21131.4502064036,22116.5847842137,23241.2684964644,30243.0568408151,28225.7831506373,19591.8597200156,15383.0191701235,27275.7719178614,22842.4391326009,22421.8318767628,22920.4459416826,34747.6386485222,16203.1629340187,16107.0024920493,24156.5706300086,20136.1077299421,11247.033104711,25395.9137909243,38183.7051072306,35201.104060429,17724.83017355,24609.7537506091,31989.1517078332,29416.6848623726,21715.3174588567,27830.7598842601,13695.9197410225,19177.7898684073,44289.8693409805,15896.4053082805,34416.9513188648,12380.5838645566,15491.5208667052,13726.8105828832,36291.5574709016,17376.5443643511,27205.0183557906,27472.4728910669,39683.8169511633,24448.9980836785,38958.3488218958,23329.6795737905,16785.4479021116,23808.948190691,14706.020029984,30245.6935465218,20691.5261637261,25322.1390055697,19937.6720709526,12620.2497045431,25605.5975803757,53929.3783386517,20501.1871671527,24012.4466599435,21114.7897974462,23932.7484941077,18816.7239182706,28720.68946927,11847.4518975432,14621.3186819251,19446.2425086602,20467.5574063496,21115.927695183,27220.5789513401,31761.8442888722,48160.5839905041,13695.9197410225,30150.3415859152,32665.3638723727,25471.72966555,13827.9857684162,26232.1585053473,9904.61529792946,19463.2673030481,28856.0622886467,30242.8196674358,20467.5574063496,22116.5847842137,14076.7497021533,24419.2175677,34947.8834270714,34947.8834270714,22462.7666056598,14457.104982476,22842.4391326009,28999.1735700533,22928.5871469058,23619.1128209379,21073.6771903163,30294.3498398158,25395.9137909243,51657.2302863003,17132.2683142076
