"","Temp1","BT5","CD3","CR9","SK5","WM0","BT6","WM6","RI2","TH4","GR5","GN3","GR9","WAA","BX2","BL0","HF4","HV1","CT8","SK6","WA9","BX1","IM1","ME2","KT3","GN0","ST8","RB4","LB5","GN4","MY1","EA6","EI1","LB4","RB7","KT4","BG1","NB1","HG1","GB0","ST3","HR1","CR8","EN7","GR4","CR5","LW2","BT4","ST4","WA7","ST6","TD5","KC3","TD0","BG2","ST5","BQ5","GN2","KC1","WAB","IS6","CT6","GR7","IS2","HI0","TH5","KC4","CT4","CD9","TH2","CD1","LW4","LW3","ME7","BQ7","CT2","WA8","EN5","HR2","GB6","RI1","EN1","KC2","CR7","KC5","LW1","CT3","HG4","KC7","BQ8","BX0","GR8","WA2","EA8","EI8","WM8","TH6","BX9","EN4","ME1","BQ6","HK6","HV3","MY7","LH0","LB6"
"414",2549,26518.3407194687,39764.6047581611,46142.2530695703,47443.4448740092,39332.0531756923,26464.0363320988,36919.9180121988,28778.5210042537,52882.2776053114,53961.8264430806,64438.4852257718,58761.9115151669,38417.9347200097,71457.1716341742,39888.7025392443,29025.6457732111,76527.3361802062,44166.1507056034,43391.4337811052,30601.2100974323,74504.021371869,40516.9103526326,34611.7675680419,23673.7678463488,62085.2517153649,41669.1970958761,57539.692731526,40240.9031678935,58764.3906928018,36710.623580264,21485.7537027878,24447.2161502193,41637.1415546278,63072.0047945395,27701.4843265425,73622.0455386421,40913.3662049161,47056.884616824,63689.9149553642,39508.1494795979,23327.124131849,41609.9215840806,53905.8710636454,62110.173870285,42032.8617187802,49696.3439316001,25494.6314109131,41446.3296154198,30633.6091395282,31587.7518056906,18990.5782763958,35722.5814044131,19752.2153019,68499.886394096,40898.9047993136,74691.1618306015,55856.4789156693,30197.6346327344,36860.2094467262,42164.9476552834,43690.2627742198,52722.5874228544,41130.7747623784,4027.68298898119,50164.1846310961,35392.2221846332,43177.7692098492,39539.5710403524,49147.3409241457,34511.9729053336,52415.6360354813,48964.7441678502,38272.6542014104,68722.5562684491,42255.4377614309,30624.6610123018,41236.3945835919,15544.5358376176,63689.9149553642,27949.2247857105,48465.6166171414,34158.993986968,44503.068402664,32889.3868420483,52260.3480945688,45214.2050020644,40531.833346575,30202.7112630202,68722.5562684491,71457.1716341742,55919.5414275459,33466.0855088814,24436.01080405,24436.01080405,38154.3379942041,52496.0820536902,74504.021371869,49289.7370359308,34840.8770346305,74442.8638921704,44418.2764694069,73825.1385880771,36710.623580264,6188.63683204689,40585.4024670498
"415",2552,15783.3171858348,28819.3639782515,36025.5731026723,36539.0592324519,28410.2462815722,15591.3043094352,25974.6358993114,18047.5661987146,41937.2808593636,43039.5429391292,53503.1874346669,47887.9609877911,27551.9668591235,60516.6635937536,28947.1733263233,18098.1986469378,65584.5037537195,33221.5076967844,32662.840515474,19950.6493362856,63583.5381613627,29572.1724404241,24493.4473001115,15118.4155495484,51148.0047624518,31646.7302868123,46703.8104283894,29342.9239729768,47890.5197651574,25769.5315776674,10591.5625265427,13510.3180666958,30823.9122701097,52199.5475635728,19566.8018850037,62722.7801085988,29968.2603994378,36410.4990526462,52802.3210501509,29942.819796527,14642.8720774402,31247.8843879177,43692.0692393774,51235.4636761331,31641.6632899953,38800.4360255843,14778.356255133,31840.4500610282,20001.0320407921,22679.4304117507,11595.3138962182,24796.6391438025,12210.4018905951,57561.8781363487,30835.5090616453,63758.1222900976,44920.51194213,19255.1583108801,26440.5994766305,31319.759774802,32745.3554793216,41824.8965589059,30278.9376839973,8505.6294810455,39246.359409654,24507.0412247812,32234.5683398906,28605.0084816485,38205.6918357336,23636.4671400695,41539.9363752777,38055.3215970433,28286.1868701173,57780.5552962226,31310.129524866,19988.8627222317,30835.0840709809,8110.7442301177,52802.3210501509,17192.9356333083,38180.3489187196,23247.3659495535,34627.7211762627,22004.7516162924,41454.4326846662,34268.8859668744,29862.7973507665,19260.2565388871,57780.5552962226,60516.6635937536,44990.1291016009,22831.0569369992,13491.3027802642,13491.3027802642,27229.0508009904,41566.7740379124,63583.5381613627,38722.4500753242,24980.1159631892,63509.7325252457,33480.7506773852,62942.0187167741,25769.5315776674,6897.06953917923,30061.2909313915
"416",2559,50878.3361097986,37218.6788048875,37203.4482084253,29964.9214844635,37810.4154458564,50650.5003503882,40066.3356735941,48815.6201744178,24100.4141214586,23402.9310319569,12963.1660836879,19676.8026365941,39020.0789898823,6096.28909093271,37103.3836229869,48021.2649478554,1055.73346957362,32831.7722574592,35160.8505380128,47328.1661756248,5827.22701472644,36465.8711886982,45696.4343441482,57647.4429581574,15181.5536584799,40848.7335165764,21018.3050310326,37057.9528534457,19676.0386342407,40280.9699154672,55551.2705816065,52543.9708478834,36234.6754051038,15482.9537754351,56251.9186003541,6719.07634753143,36076.6345426393,32207.1389348155,15053.1994805104,44624.1325508881,57412.3701525346,38969.1909995398,30963.5870093082,16721.1798235762,38459.9110600687,27864.9730809349,51902.6459259468,43244.1790699557,47353.4143911578,51952.4469118544,62173.4133169964,41368.1464086383,61570.2307597046,8692.7628440947,41172.0204568257,4507.14569112422,21326.7295545882,46787.9762342476,42595.9432648273,35368.3474129666,33303.8709957968,24935.3072327494,36332.5565854263,74147.6528782999,27037.8700999506,41882.3984447118,33809.5128571693,37480.5149425752,27851.6477135323,42701.5606851902,25502.8579219101,28432.4205740498,43462.2222488275,8544.01161093767,34728.6255549649,47351.8041482324,38719.8429784661,63873.7081845371,15053.1994805104,49542.6805583605,33883.9140230044,42983.0373425945,39842.921417056,44343.4200577083,26476.4072153231,31770.3403670713,37888.291266258,46782.9381468804,8544.01161093767,6096.28909093271,21378.6089375315,44724.0591048154,52546.6748156662,52546.6748156662,38957.6210413142,24739.8525187046,5827.22701472644,30968.7671511701,46512.5974791671,4621.75836454279,32598.2717371539,7554.82218600655,40280.9699154672,72050.8598394323,38893.5737821915
"417",2561,6101.04751054225,18405.3346588591,27176.8712612267,26237.4658077336,18082.8834588588,5401.43578692803,15565.0715395056,8530.84310565606,31521.4190143253,32690.9647574235,43121.3165103344,37628.5358760977,17375.1195690224,50121.2302603585,18528.7654137597,7803.0558489895,55166.1987141173,22815.9293811037,22746.6388466487,10565.1996917426,53228.7949820094,19155.7626577943,16122.8536066356,11922.603112149,40762.1200793797,23096.8055315637,36396.5382596028,19075.7950295872,37631.2355371322,15351.2820353448,1164.08309228599,3105.58410138131,20745.7546021409,41844.4185723739,15766.5892251605,52335.9743466869,19560.0385778166,26402.5171954661,42512.7183514256,22289.4701837946,10802.4211058532,22078.4978993138,34246.0278247321,40970.3466411931,22406.1653584646,28512.9396978148,5289.03541442418,24015.3228531222,10666.250587962,16911.488673454,12163.9244752196,14467.1530948807,12192.9430553183,47144.2777875619,22241.7284992578,53379.026848822,34539.5345696339,8836.69177495853,17311.3800995167,21030.5560609205,22338.1902914687,31528.8546102383,19982.7098430401,18706.0980863268,28847.0203458383,14302.4588790463,21816.3226169082,18191.2328348817,27787.2339097533,13326.9602089407,31287.9083618011,27740.1360344234,19952.6049988346,47381.4188477231,20896.7763954604,10645.2664384607,21296.5149901639,10792.1993010009,42512.7183514256,7649.13472111374,28699.8670441577,12971.7432536449,26230.1705499027,11827.5843648733,31333.9386260646,23855.549465714,19878.2874922101,8841.7910741082,47381.4188477231,50121.2302603585,34624.552546288,13340.0336912093,3077.19836158939,3077.19836158939,16894.5345784916,31203.375391302,53228.7949820094,28815.6014228811,17110.9783558093,53130.4917961403,23064.0476159027,52571.0981517748,15351.2820353448,16763.8967524376,20601.7612119179
"418",2564,30945.0024984623,17211.7851277703,21023.3623282525,10518.4804014325,17911.6987502132,30662.0972336848,20061.9932327415,28985.1419208557,4094.307139484,4811.64913074574,8027.63728482615,6765.61206645313,19276.7561853812,14674.9924595907,17095.9919185578,28037.125591419,19564.7703055112,12844.9826098763,16322.5005027993,27617.9865411019,18146.3158824077,16457.0247191422,26829.6232433657,38318.3448839437,5759.06483921223,23456.2240522536,6758.86643979659,17268.4821126495,6769.63511310113,20272.8261173484,35546.2599237071,32534.7868539288,16848.8841961466,8353.35845557095,37489.3372180951,17341.5253196832,16077.4575566085,14170.6899062558,9152.01618454192,27275.83222139,37921.3120075107,20906.8517982006,17897.8742951086,8452.57050881151,20422.2130598213,8820.41530490662,31963.7088974892,26366.7198710978,27660.178119754,33482.2210115997,42631.2041307554,21419.0714113481,42070.708836357,11621.6757158915,23518.5008775294,18057.8889563483,2868.06238802124,26778.5959439948,23634.6879479704,15706.6781173597,13311.9293893781,6628.61157739971,16599.8112327034,54165.3956007537,7375.32621605994,22015.9518655636,13800.9332913452,17484.951645278,7857.48917760699,22766.4899553103,7547.76025706984,9083.01771996048,25345.3846585272,11921.8553829464,14723.3834424849,27655.4065170949,20216.179660886,44048.3655269851,9152.01618454192,29676.931674369,17789.0225014386,23050.0112177235,23541.9508200097,24438.8965498924,9527.07897247995,11766.9862159344,18640.1814837738,26773.5585155818,11921.8553829464,14674.9924595907,3444.63762839586,25165.0340473218,32537.9470508221,32537.9470508221,19032.1334865298,5483.35504814015,18146.3158824077,14083.893165945,27930.4352442745,17810.959552104,12609.165938326,17806.3934115954,20272.8261173484,52086.190034826,20256.2545191561
"419",2584,4316.15147804997,15926.3058811897,25258.7553413357,23802.2669379755,15644.3105814795,3187.95216906348,13088.7478027614,6687.92409093163,29041.097398828,30235.6739561458,40652.9270664906,35202.4469031466,15005.8743290754,47647.9103806619,16046.9512665781,5427.04588417701,52684.6144515541,20340.4792326694,20466.059425384,8697.83689257443,50768.4762592999,16675.4257257269,14540.3137664542,12410.9204919763,38292.5342182227,21320.6256814058,33947.9158120893,16662.4266153813,35205.1928578736,12869.451900948,2631.9057633252,682.139067326446,18407.6836845685,39380.1922818301,15786.5266450828,49862.0058632616,17083.7713282661,24063.1632181681,40075.0141238548,20839.2293224064,11181.184630488,20086.6158847489,32075.1528019349,38541.1325384099,20386.6607049443,26081.5663632171,3807.06638251183,22479.4540215179,8822.482830126,16254.942645878,13549.9385759489,12033.1695365562,13453.7070342979,44662.5037469194,20460.1029605892,50910.9191312669,32072.2815608949,6354.94122830314,15392.9927390405,18596.7092794187,19862.0897463152,29092.7586512461,17547.2951024272,21169.5764971811,26370.5812882418,11932.3507894849,19334.8332893244,15710.6921309303,25305.4524262287,10897.3005511573,28867.6212584631,25298.9108091124,18300.2861486261,44906.9429213236,18417.9289198558,8797.5654919151,19149.7919314698,12659.8178271651,40075.0141238548,5849.87395603503,26535.6188877727,10570.5304438014,24473.9777144133,9487.86249643813,28959.980473997,21376.5595723151,17566.8394725894,6360.03514506413,44906.9429213236,47647.9103806619,32162.7928202982,11334.3447933658,624.552716384379,624.552716384379,14454.1580569603,28743.0650817911,50768.4762592999,26506.206248267,15697.481205127,50662.3500064862,20582.5092869984,50101.4930562743,12869.451900948,19203.7850264241,18511.7045739323
"420",2586,26957.6595596376,40221.743677324,46602.7296929541,47906.2211822565,39793.674827432,26912.1128678441,37377.6080975389,29244.076244721,53339.0803911967,54423.5731962615,64898.9821504814,59225.9560730358,38881.9396702403,71916.814189002,40344.0766180995,29486.6046518308,76982.9127976464,44624.4273710504,43857.1850284655,31067.0359086739,74966.0180983116,40973.5622305435,35073.4360902664,24116.1989516873,62545.457028059,42128.6843177603,57982.2844608381,40703.8677560367,59228.4376055336,37165.9236121289,21936.3901046952,24902.0040116524,42102.2126553095,63517.7181564782,28131.5354043126,74070.388213918,41371.2957673991,47486.9048155661,64153.5485444984,39960.2832363587,23689.6319141718,42073.8238642736,54310.5536799185,62574.2208347648,42497.0388468637,50159.5313339198,25933.2823459753,41898.8033297636,31099.4380756504,32030.3091609219,19421.0894921179,36183.8191443551,20183.4202597127,68954.0966430045,41359.0841804921,75151.9827281028,56316.8464761398,30653.4526558123,37324.8827315865,42609.1474294112,44148.365093554,53185.7305147457,41575.5956867825,4426.37387682441,50615.2335019942,35855.5764538113,43633.6550720717,39993.403852825,49602.6516113416,34959.3247559507,52879.5715700827,49427.276590734,38732.0282869332,69181.8411082947,42712.7131086606,31090.4904965666,41653.6367076582,15901.0075312596,64153.5485444984,28414.5795701848,48875.117178448,34621.1631093026,44959.8497433902,33352.6906794726,52725.6263876322,45671.5096893384,40964.1535751906,30658.5226168553,69181.8411082947,71916.814189002,56380.6788024078,33931.9086483992,24892.8182833666,24892.8182833666,38615.6710524583,52957.2069496287,74966.0180983116,49714.6977752616,35298.9460284009,74903.6729074647,44872.6051237834,74271.7031408235,37165.9236121289,6615.72103312956,41050.7133078384
"421",2612,21244.0649832437,34488.951611874,41368.1272894218,42220.8839504808,34093.7635866516,21172.2466642142,31647.4007340876,23661.8569888462,47604.5586609213,48723.1250245582,59185.1814692845,53563.9307476585,33223.8399171263,66196.1725712662,34605.6429989969,23781.7817376933,71244.5030951196,38896.6728534602,38285.8574872307,25530.0483997717,69267.1188334463,35238.8917701278,29815.6059520113,19498.4082033921,56829.3595175948,36935.6411685023,52254.8388951807,35023.2244975571,53566.4700020357,31427.3967125807,16193.86547552,19162.8031206524,36478.9640511343,57782.0352789727,23766.0254985238,68330.0064808006,35641.9702948078,41813.6796249786,58481.5897899475,34992.959036261,18612.2869801537,36703.8053145784,48798.7382130782,56911.7790525213,37112.0232522787,44480.8522513272,20222.7816400874,36916.9713479764,25571.9974661472,27342.2802213048,15180.6510086839,30480.2224950504,15908.5841826223,63213.1543872536,36143.513561217,69440.6018229577,50602.4244110837,24916.5821712963,31918.0765958976,36877.4331726819,38419.7359438612,47505.7649776825,35842.2760385803,3975.83079461218,44872.6076674478,30183.8381158352,37896.474063381,34252.1315038987,43863.8907627595,29220.5978550122,47215.9724123153,43737.9110794776,33549.874607696,63458.9097075828,36980.3578084131,25561.3398346755,36059.1556576097,10992.4035892563,58481.5897899475,22817.6926528188,43330.8214241079,28929.7091806831,39847.9910897084,27680.9935996874,47109.0545576641,39939.1473833445,35280.1718037377,24921.6320888497,63458.9097075828,66196.1725712662,50673.3654676666,28406.63956817,19159.995705371,19159.995705371,32912.6344328111,47250.0523720954,69267.1188334463,44069.2019226274,30169.4687624015,69192.1932994116,39132.0016740369,68534.2274615551,31427.3967125807,3993.08902803214,35592.7091460846
"422",2622,24562.5122953591,37840.0750023133,44459.2069037833,45553.5294535252,37432.5912376053,24516.2946180638,34997.8149057722,26939.7800250323,50956.1168823167,52062.6449099403,62530.2781217705,56886.1420422836,36542.9714145234,69543.8246133433,37957.6730317648,27122.1710071089,74596.5416300225,42246.4432949291,41561.1338517256,28783.9236424947,72606.3158212592,38590.4319270552,32914.3997251147,22203.900229314,60175.2997839676,40001.4188514446,55585.8059558183,38353.3406110969,56888.6539885901,34779.4281219188,19542.7138318025,22514.843080991,39780.9432644394,61121.0349976423,26331.3645160203,71674.5537208336,38992.1761181052,45100.728082381,61808.6152524845,37928.3484967815,21474.1115128421,39869.0959527886,51971.4065476614,60234.3016039629,40285.7867872577,47810.5286592445,23538.5448990323,39862.0314082207,28820.6349673364,30106.4757809563,17636.1968587994,33820.4875064709,18389.6276854803,66564.9217660475,39221.6964736467,72784.8611890774,53947.6584442471,28268.4431140072,35102.1690846885,40212.4095854364,41769.7654437404,50836.14952568,39178.8483039555,3288.45922594502,48221.5991001092,33509.3439479885,41248.4139096621,37603.8353354796,47215.9314465775,32563.1137718765,50538.6759540513,47072.4368839204,36607.6800481037,66807.3246169895,40331.3932073418,28810.9155385596,39288.1940486981,13713.161119424,61808.6152524845,26103.2721212214,46525.3283170136,32264.4390325705,42869.0225887815,31006.2259904718,50408.5956633805,43290.2035526576,38575.200094245,28273.4958532576,66807.3246169895,69543.8246133433,54015.7855686678,31655.0622831659,22510.9239999313,22510.9239999313,36252.7705263103,50592.344802127,72606.3158212592,47335.7194992625,33194.7906294043,72536.4888497312,42483.8878228938,71875.1788655755,34779.4281219188,5020.8798933936,38806.3544298997
"423",2636,32786.2961913695,19039.6262465578,22108.5565096044,12159.3264510211,19697.9775846789,32501.6500602448,21887.7566049147,30759.843528246,5921.71359782129,6041.29244635054,6284.35839629264,6421.47170832707,21023.220701316,12838.5345455166,18931.5429939859,29853.5383037898,17747.0582736647,14660.1997546748,17856.9700955838,29365.1860464313,16340.4680153006,18287.3916430352,28414.0851775872,40002.0245838588,4114.36994800657,24769.1765180039,7160.38189106006,19023.995518675,6424.99936862772,22107.5480647141,37382.2600149249,34367.6617036343,18506.2517683038,7375.56955840639,39077.7753881389,15692.4690803437,17899.7082056894,15734.8837319725,7815.66275537129,28605.6544446858,39735.1049052797,22319.7675369517,18761.1755661682,7387.63339788125,21827.1899221325,10328.7056435223,33805.0463939671,27615.4527164022,29403.7974158399,35015.8149834036,44355.1762394848,23222.3248205288,43786.8067786075,9850.34656986456,24876.4416341398,16228.9003966537,3852.39627629741,28610.6963860427,25227.3082490157,17522.2301225117,15129.8420279811,7853.77018452425,18424.27232916,55982.4827759221,9168.7916406346,23795.8932841733,15635.6624691051,19324.2252065782,9698.12484588016,24607.6701637025,8706.47731849249,10683.4393723177,26793.093011798,10086.5258244351,16549.7115943971,29399.693590383,21892.7931289497,45886.5987472387,7815.66275537129,31460.2323460368,19098.1498757646,24848.8295653102,24674.8936681153,26230.1402695179,10503.0370628921,13591.6973239412,20409.6999793465,28605.6736865541,10086.5258244351,12838.5345455166,4255.33665883461,26878.0133302428,34367.8641316335,34367.8641316335,20827.0980235738,6992.87859068157,16340.4680153006,15455.6597727792,29468.0258705525,15982.3589719387,14449.6938321945,16204.4352098232,22107.5480647141,53897.8468334422,21773.2687006299
"424",2641,3621.88996020315,12467.2992636552,22779.5543236985,20425.3025801328,12273.3407203493,2035.31872674483,9637.16506266055,5138.48500360433,25578.3503235778,26818.5370549802,37211.0728309933,31833.8999204294,11784.0481442203,44197.1919668307,12580.824695899,2500.58290516688,49219.0615831561,16888.331568525,17384.6121728992,6805.75758211738,47339.2824009508,13213.245499998,12837.5308908753,13848.7179554286,34848.8266478397,19123.4557708672,30532.7004404787,13341.017357937,31836.7232526746,9403.15778687295,5939.24052693942,2872.14695351583,15228.4082095145,35939.4805736178,16475.1143515202,46406.1030093076,13630.7008226798,20841.8674994979,36685.0824069534,19191.9754811039,12520.9490957169,17531.6949847767,29113.8345187539,35165.9163854063,17779.2172406064,22709.5347672086,4015.56247849482,20664.9626677595,6968.78179933231,15973.6247642399,15952.4557300135,8685.98230859231,15725.2328850458,41196.1321738719,18266.2223235682,47468.8221117159,28633.4436099776,2889.5543429888,13054.0550034677,15217.5993563769,16408.7007116625,25710.1355356482,14167.0180460011,24618.6623158915,22911.9694417189,8736.8392645913,15869.6989224098,12246.0779141008,21839.4303640424,7553.4185179679,25513.0451824643,21909.5899813032,16367.3811409313,41454.3505919076,14958.9398978502,6937.92390247616,16297.3013264104,15547.0978993715,36685.0824069534,4596.24571293415,23604.6331709788,7316.82761647523,22272.0131246334,6414.37399722809,25686.3257151509,17916.9380956293,14422.7830588983,2894.60801119946,41454.3505919076,44197.1919668307,28733.6831793438,8960.79911981469,2887.50252469885,2887.50252469885,11082.5156393602,25317.4166220429,47339.2824009508,23330.1770007338,14243.3505936391,47220.2100558306,17116.3323533081,46651.9600030471,9403.15778687295,22630.1004479618,15798.9016422912
"425",2646,3961.7847987431,11246.3305609355,22101.9163588953,19273.3260818766,11136.8887340597,2677.2587279214,8429.13569536871,5258.0145427888,24348.5162813991,25633.7568666891,36004.0485181737,30681.9855271188,10755.8953307329,42981.2555476082,11343.5142098412,2133.42471689258,47982.2840008729,15674.6192936791,16419.7002513992,6640.87628684709,46142.016103165,11986.5713433099,12589.0567571743,14686.8301728014,33640.34702368,18592.5643683062,29276.9129686871,12238.7295550063,30684.8587744286,8165.2695577955,7132.11531754989,4099.41926103023,14213.1017995193,34683.5170921873,17066.1135124297,45153.0404976465,12417.3459102389,19628.9928378978,35517.6262413135,18901.5074624274,13035.3241580221,16841.2248085442,27973.9198473748,34008.6601778403,17061.5408452781,21559.42371128,4610.906017858,20294.0599189222,6814.45584686617,16244.0075425308,17022.8004512993,7582.4876015824,16765.3119726806,39954.6403383113,17742.0827458562,46260.818034025,27430.242545373,1671.65386851352,12506.7612436087,13967.6741734067,15193.6784246712,24551.0540673652,12917.1374793779,25872.9097595429,21659.887560665,7749.53176439858,14635.7412586305,10999.1185163741,20601.6812011748,6318.64049846515,24373.0252898144,20747.7227853485,15975.4581033416,40236.6248816178,13736.9485391755,6782.24609023746,15213.3839612941,16547.6740399089,35517.6262413135,4905.60792475985,22479.562578106,6302.36136149412,21723.2316595494,5557.22020727959,24596.5763073381,16693.1766274383,13240.8144086858,1676.35688606817,40236.6248816178,42981.2555476082,27538.8256990837,8467.22560422989,4141.20292412927,4141.20292412927,9948.69445657238,24126.2586173355,46142.016103165,22128.8197654092,14081.7098907897,46012.1824412043,15873.3114243129,45397.2064127218,8165.2695577955,23886.3713278143,15039.4553213234
"426",2651,26153.4057464475,39487.8059495454,46097.0707131382,47217.0930510875,39093.4510156519,26136.7680108366,36647.4627023276,28608.6253000204,52602.0298220542,53723.2233706233,64186.9856296393,58552.5614242733,38209.7869795644,71197.8329130517,39599.920416115,28782.0705148751,76237.8538919108,43897.3330134805,43229.7606867132,30451.4372381377,74267.1310436958,40236.6060362408,34555.9891691332,23749.9676824035,61831.2120768632,41633.9677295535,57185.0917699143,40017.663421394,58555.0787622979,36421.7282284724,21172.8114765879,24157.3465232054,41449.5831351955,62730.5635833426,27828.3342550495,73292.4830792547,40642.2303636223,46657.544660157,63473.9711903763,39527.399325218,22785.070917278,41523.3006382517,53439.3069900837,61900.6754585638,41941.528660122,49475.0706753042,25127.3396530956,41463.132512589,30487.7103854206,31660.3352735486,19120.4546845549,35480.5365031534,19878.8249241081,68202.0883491716,40857.3418109017,74442.2977305622,55604.2364942376,29913.1190268238,36760.2005518305,41817.9713242834,43420.156998494,52500.4972937523,40786.5758636013,4312.25424346794,49849.2965532167,35174.8380380506,42892.0140216656,39241.2423312154,48857.3592771221,34179.9368101842,52204.9597200001,48735.3111417164,38239.0103810291,68460.3191904179,41979.3587437937,30478.0730094865,40800.5894818562,14994.2676117195,63473.9711903763,27772.2261061191,48010.2642279985,33927.0844959508,44489.806897275,32671.7412837309,52077.3874117018,44938.0677060733,40140.3441391055,29918.1504455099,68460.3191904179,71197.8329130517,55674.5852261796,33322.0022534673,24159.6053508945,24159.6053508945,37912.9139429324,52251.2227451581,74267.1310436958,48874.8836616853,34819.123212631,74193.8951906228,44122.4964752167,73487.2160599251,36421.7282284724,6362.21342756558,40468.7815307588
"427",2662,11295.974391057,24343.7302793032,32360.4677081512,32162.3059699881,24013.3652002636,11064.4734570637,21506.8134334067,13976.8818188129,37456.1247325271,38630.0260065178,49065.4840816074,43541.7576351486,23243.6497632872,56064.9261812323,24454.038665973,13710.5453659198,61092.6388520331,28758.3932665584,28495.976790609,15953.7737980727,59170.0717629851,25091.0436219224,20951.7882842139,13313.8727450243,46706.373004246,28090.9199459205,42177.3058587953,24984.9701756546,43544.4084168596,21275.7974884282,6064.69843967106,9011.18322389123,26572.1647412684,47673.2312967296,17745.2299983837,58200.5014867373,25501.857222722,31922.8884964521,48436.7844890638,26753.0842439685,11603.9480350233,27421.2974994467,39343.5814343918,46886.1654408273,27787.5195860724,34433.6900469138,10303.5950927122,28594.3819637012,16024.3137758353,20148.7750441618,11180.9347455013,20396.5959900622,11577.0807887318,53061.160505477,27255.9696426156,59323.1337309983,40483.5756738563,14767.0467690627,22605.0992680565,26793.2823198179,28280.1614553238,37453.1669465565,25752.1788857244,12979.1663781701,34729.5873920732,20179.5085264315,27745.7597219276,24100.3683494669,33711.9905571909,19109.6094943745,37196.8628247665,33669.6508505601,24797.8273187456,53324.5845585166,26835.421034503,16008.598584906,26440.9137822996,7305.99668072851,48436.7844890638,13099.8742011799,33814.933496381,18878.9416451074,31154.2352102525,17686.5013460401,37189.2463449801,29793.8612933845,25373.8976269397,14772.0699027383,53324.5845585166,56064.9261812323,40566.910615706,18818.8041857164,9020.7155984149,9020.7155984149,22826.7992564027,37145.2052302133,59170.0717629851,34256.7264438238,21646.7274531033,59074.6042560793,28979.8355012425,58416.9223020273,21275.7974884282,11203.9459608729,26101.0891807711
"428",2678,5988.87565658309,18648.6796640477,27677.6103550987,26550.0401317699,18392.1120965381,5445.09872021894,15818.5890623988,9026.94415189088,31755.9512503199,32980.7882529843,43390.0246319444,37949.6874968552,17734.8000025489,50378.9888928468,18750.4439139136,8153.05154541942,55388.2816465581,23070.1288340373,23149.8402287443,11062.5320585939,53511.0193598866,19392.5816025794,16664.7691425503,12444.2444295849,41028.5449784637,23618.883290838,36525.0078862662,19406.8357101331,37952.4285394306,15572.3433956869,699.149613626342,3310.47649614633,21122.8160941821,41996.2859124581,16323.031482154,52508.2322485625,19812.5554091436,26437.1241666253,42822.8041723002,22846.5091462468,10254.1585600382,22563.3861588596,34184.0426343064,41288.6814955689,22885.3672778535,28829.1722607193,5117.26293814863,24565.5021224328,11167.5937190409,17493.064328395,12541.3764466043,14780.6410762307,12597.0326486071,47355.8346539143,22762.7059199576,53647.9946662966,34810.7448244524,9068.51820783512,17807.8542818173,21146.9682481822,22590.6264041637,31840.5647164354,20101.6243861175,18574.4192112779,29029.7709771362,14660.6770715075,22043.3547445113,18395.0815601938,28007.726941864,13447.57525435,31613.9832871839,28046.6261094245,20489.1524218512,47636.3113385279,21140.1887008994,11145.9426551813,21233.1306446552,10260.2233888269,42822.8041723002,8148.71025704431,28637.8126978645,13310.4210347355,26756.0262164215,12200.1340309956,31692.7131716927,24097.7522953361,19900.5669430884,9073.48638812001,47636.3113385279,50378.9888928468,34905.0169369845,13816.0867222866,3367.0633874772,3367.0633874772,17201.9677190792,31486.1841048348,53511.0193598866,28829.6638511189,17668.720077787,53399.3994558368,23274.5603451004,52732.6461824305,15572.3433956869,16672.0073030118,21063.8944046402
"429",2685,9602.98623942373,22636.7821996711,30998.7085856248,30494.8734832462,22340.7515744091,9339.99652339469,19803.9005876407,12486.9893422143,35745.4378904489,36947.4896408858,47370.5695634015,41883.8037082993,21611.4866536631,54364.2312129882,22739.8583262843,12053.2459911194,59377.1912374013,27055.8200332129,26921.5549274413,14490.5134871069,57483.6702861923,23381.6766143204,19680.8878343146,12942.000432584,45010.1420969361,26786.385972934,40453.0514199658,23329.061238528,41886.4910596092,19561.818200835,4339.35870511141,7299.36217519977,24962.1763224717,45947.7097049916,17276.1159245662,56475.5102839112,23798.5451018401,30221.6672483625,46770.191031044,25613.3417866236,10760.4488127813,25999.0387202407,37709.4422604231,45226.2991201583,26352.2867995024,32769.7012328165,8621.26840042827,27423.320531106,14570.8461546292,19341.3501788957,11460.4130744188,18724.8740656937,11754.8925989789,51342.8028214199,25943.3732464326,57628.5577205303,38789.8147827761,13057.3234555703,21191.6393121312,25069.120714511,26576.8175167431,35786.2628527594,24027.6644935259,14688.3216531311,33006.2204140536,18541.8595792191,26032.9342236842,22381.6680393344,31996.7942350372,17384.2606010905,35541.8325702031,31998.0171000381,23533.9250134858,51622.4461654322,25128.4125840291,14553.4288389903,24789.7869504447,7745.94290667108,46770.191031044,11603.7891918475,32174.6554471144,17223.4766626436,29877.5494194029,16056.9488262282,35566.6012431166,28086.2970757828,23672.9984988701,13062.3084979645,51622.4461654322,54364.2312129882,38878.576566464,17335.2096224761,7326.24665697724,7326.24665697724,21152.4577077558,35458.0676623591,57483.6702861923,32566.5598520631,20467.5605216719,57379.9896787094,27262.2136119126,56691.4321480741,19561.818200835,12876.869551091,24622.0540232813
